"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 11- 13","17,978,000","17,955,000","17,978,000","17,955,000","1.70K","0.13%"
"2020- 11- 12","17,955,000","17,409,000","17,955,000","17,409,000","1.89K","3.14%"
"2020- 11- 11","17,409,000","17,024,000","17,409,000","17,024,000","0.90K","2.26%"
"2020- 11- 10","17,024,000","17,105,000","17,105,000","17,024,000","1.32K","-0.47%"
"2020- 11- 09","17,105,000","17,284,000","17,354,000","16,967,000","2.77K","-1.04%"
"2020- 11- 08","17,284,000","16,650,000","17,284,000","16,650,000","1.84K","3.81%"
"2020- 11- 07","16,650,000","17,390,000","17,390,000","16,650,000","2.92K","-4.26%"
"2020- 11- 06","17,390,000","17,379,000","17,390,000","17,379,000","3.68K","0.08%"
"2020- 11- 05","17,376,000","15,965,000","17,376,000","15,965,000","3.94K","8.84%"
"2020- 11- 04","15,965,000","15,865,000","15,965,000","15,594,000","2.08K","0.64%"
"2020- 11- 03","15,864,000","15,414,000","15,864,000","15,414,000","1.84K","2.92%"
"2020- 11- 02","15,414,000","15,565,000","15,565,000","15,226,000","1.66K","-0.97%"
"2020- 11- 01","15,565,000","15,615,000","15,615,000","15,553,000","0.85K","-0.32%"
"2020- 10- 31","15,615,000","15,341,000","15,615,000","15,341,000","1.78K","1.78%"
"2020- 10- 30","15,342,000","15,216,000","15,342,000","15,216,000","1.91K","0.82%"
"2020- 10- 29","15,217,000","15,071,000","15,217,000","15,071,000","1.48K","0.97%"
"2020- 10- 28","15,071,000","15,297,000","15,297,000","15,071,000","2.73K","-1.48%"
"2020- 10- 27","15,297,000","14,762,000","15,297,000","14,762,000","1.80K","3.62%"
"2020- 10- 26","14,762,000","14,693,000","14,762,000","14,693,000","1.72K","0.47%"
"2020- 10- 25","14,693,000","14,756,000","14,756,000","14,605,000","1.05K","-0.43%"
"2020- 10- 24","14,756,000","14,575,000","14,756,000","14,575,000","0.65K","1.24%"
"2020- 10- 23","14,575,000","14,572,000","14,575,000","14,572,000","1.09K","0.02%"
"2020- 10- 22","14,572,000","14,409,000","14,572,000","14,409,000","2.28K","1.13%"
"2020- 10- 21","14,409,000","13,639,000","14,409,000","13,639,000","2.88K","5.64%"
"2020- 10- 20","13,640,000","13,399,000","13,640,000","13,399,000","1.62K","1.80%"
"2020- 10- 19","13,399,000","13,210,000","13,399,000","13,127,000","0.95K","1.43%"
"2020- 10- 18","13,210,000","13,062,000","13,210,000","13,062,000","0.47K","1.13%"
"2020- 10- 17","13,062,000","13,035,000","13,062,000","13,035,000","0.48K","0.21%"
"2020- 10- 16","13,035,000","13,226,000","13,226,000","13,035,000","1.54K","-1.44%"
"2020- 10- 15","13,226,000","13,141,000","13,226,000","13,141,000","1.05K","0.65%"
"2020- 10- 14","13,141,000","13,109,000","13,141,000","13,109,000","1.01K","0.24%"
"2020- 10- 13","13,109,000","13,173,000","13,173,000","13,109,000","1.03K","-0.49%"
"2020- 10- 12","13,173,000","12,929,000","13,173,000","12,929,000","1.50K","1.89%"
"2020- 10- 11","12,929,000","12,855,000","12,929,000","12,855,000","0.81K","0.58%"
"2020- 10- 10","12,855,000","12,634,000","12,855,000","12,634,000","1.29K","1.75%"
"2020- 10- 09","12,634,000","12,569,000","12,634,000","12,525,000","0.94K","0.52%"
"2020- 10- 08","12,569,000","12,408,000","12,569,000","12,408,000","1.08K","1.30%"
"2020- 10- 07","12,408,000","12,414,000","12,414,000","12,408,000","0.91K","-0.05%"
"2020- 10- 06","12,414,000","12,541,000","12,541,000","12,414,000","1.44K","-1.01%"
"2020- 10- 05","12,541,000","12,458,000","12,541,000","12,439,000","0.82K","0.67%"
"2020- 10- 04","12,458,000","12,387,000","12,458,000","12,387,000","0.63K","0.57%"
"2020- 10- 03","12,387,000","12,425,000","12,425,000","12,387,000","0.54K","-0.31%"
"2020- 10- 02","12,425,000","12,437,000","12,437,000","12,425,000","1.47K","-0.10%"
"2020- 10- 01","12,437,000","12,558,000","12,632,000","12,437,000","1.29K","-0.96%"
"2020- 09- 30","12,558,000","12,594,000","12,594,000","12,500,000","0.81K","-0.29%"
"2020- 09- 29","12,594,000","12,464,000","12,594,000","12,464,000","1.10K","1.04%"
"2020- 09- 28","12,464,000","12,516,000","12,516,000","12,464,000","1.65K","-0.42%"
"2020- 09- 27","12,516,000","12,489,000","12,531,000","12,489,000","1.09K","0.22%"
"2020- 09- 26","12,489,000","12,446,000","12,489,000","12,446,000","1.00K","0.35%"
"2020- 09- 25","12,446,000","12,503,000","12,503,000","12,446,000","1.73K","-0.46%"
"2020- 09- 24","12,503,000","11,950,000","12,503,000","11,950,000","1.82K","4.63%"
"2020- 09- 23","11,950,000","12,333,000","12,333,000","11,950,000","1.21K","-3.11%"
"2020- 09- 22","12,333,000","12,265,000","12,333,000","12,219,000","1.30K","0.55%"
"2020- 09- 21","12,265,000","12,826,000","12,826,000","12,265,000","2.47K","-4.37%"
"2020- 09- 20","12,826,000","12,930,000","12,930,000","12,826,000","0.96K","-0.84%"
"2020- 09- 19","12,935,000","12,775,000","12,935,000","12,775,000","0.72K","1.25%"
"2020- 09- 18","12,775,000","12,800,000","12,800,000","12,775,000","1.04K","-0.20%"
"2020- 09- 17","12,800,000","12,902,000","12,902,000","12,800,000","1.68K","-0.79%"
"2020- 09- 16","12,902,000","12,806,000","12,902,000","12,806,000","2.00K","0.75%"
"2020- 09- 15","12,806,000","12,644,000","12,835,000","12,644,000","1.86K","1.28%"
"2020- 09- 14","12,644,000","12,373,000","12,644,000","12,373,000","1.66K","2.19%"
"2020- 09- 13","12,373,000","12,371,000","12,519,000","12,281,000","1.59K","0.02%"
"2020- 09- 12","12,371,000","12,333,000","12,371,000","12,333,000","0.88K","0.31%"
"2020- 09- 11","12,333,000","12,323,000","12,333,000","12,323,000","1.48K","0.08%"
"2020- 09- 10","12,323,000","12,171,000","12,323,000","12,171,000","1.94K","1.25%"
"2020- 09- 09","12,171,000","12,132,000","12,171,000","12,132,000","1.79K","0.32%"
"2020- 09- 08","12,132,000","12,386,000","12,386,000","12,020,000","3.52K","-2.05%"
"2020- 09- 07","12,386,000","12,361,000","12,386,000","11,949,000","3.25K","0.20%"
"2020- 09- 06","12,361,000","12,377,000","12,377,000","12,214,000","2.92K","-0.13%"
"2020- 09- 05","12,377,000","12,624,000","12,624,000","12,377,000","6.45K","-1.96%"
"2020- 09- 04","12,624,000","12,294,000","12,624,000","12,294,000","7.76K","2.63%"
"2020- 09- 03","12,301,000","13,580,000","13,580,000","12,301,000","5.71K","-9.42%"
"2020- 09- 02","13,580,000","13,964,000","13,964,000","13,462,000","4.83K","-2.75%"
"2020- 09- 01","13,964,000","13,735,000","13,964,000","13,735,000","3.12K","1.67%"
"2020- 08- 31","13,735,000","13,658,000","13,735,000","13,658,000","2.06K","0.56%"
"2020- 08- 30","13,659,000","13,454,000","13,659,000","13,454,000","1.36K","1.52%"
"2020- 08- 29","13,454,000","13,544,000","13,544,000","13,454,000","1.23K","-0.66%"
"2020- 08- 28","13,544,000","13,409,000","13,544,000","13,409,000","1.65K","1.01%"
"2020- 08- 27","13,409,000","13,556,000","13,556,000","13,395,000","3.16K","-1.08%"
"2020- 08- 26","13,556,000","13,475,000","13,556,000","13,475,000","1.78K","0.60%"
"2020- 08- 25","13,475,000","13,857,000","13,857,000","13,475,000","2.90K","-2.76%"
"2020- 08- 24","13,857,000","13,800,000","13,868,000","13,800,000","1.51K","0.41%"
"2020- 08- 23","13,800,000","13,843,000","13,843,000","13,800,000","1.34K","-0.31%"
"2020- 08- 22","13,843,000","13,786,000","13,843,000","13,786,000","1.74K","0.41%"
"2020- 08- 21","13,786,000","13,961,000","13,961,000","13,786,000","2.64K","-1.25%"
"2020- 08- 20","13,961,000","13,891,000","13,961,000","13,891,000","1.84K","0.50%"
"2020- 08- 19","13,891,000","14,000,000","14,058,000","13,794,000","3.33K","-0.78%"
"2020- 08- 18","14,000,000","14,201,000","14,285,000","14,000,000","3.35K","-1.42%"
"2020- 08- 17","14,201,000","13,889,000","14,252,000","13,821,000","3.52K","2.25%"
"2020- 08- 16","13,889,000","13,880,000","13,918,000","13,799,000","2.06K","0.06%"
"2020- 08- 15","13,880,000","13,836,000","13,969,000","13,825,000","2.31K","0.32%"
"2020- 08- 14","13,836,000","13,819,000","13,902,000","13,741,000","1.96K","0.12%"
"2020- 08- 13","13,819,000","13,685,000","13,819,000","13,451,000","2.47K","0.98%"
"2020- 08- 12","13,685,000","13,612,000","13,733,000","13,386,000","1.99K","0.54%"
"2020- 08- 11","13,612,000","13,992,000","13,992,000","13,452,000","3.12K","-2.72%"
"2020- 08- 10","13,992,000","13,809,000","14,195,000","13,809,000","2.70K","1.33%"
"2020- 08- 09","13,809,000","13,869,000","13,869,000","13,677,000","1.20K","-0.43%"
"2020- 08- 08","13,869,000","13,768,000","13,932,000","13,734,000","1.26K","0.73%"
"2020- 08- 07","13,768,000","13,874,000","14,021,000","13,675,000","2.47K","-0.76%"
"2020- 08- 06","13,874,000","13,854,000","13,989,000","13,670,000","1.83K","0.14%"
"2020- 08- 05","13,854,000","13,313,000","13,854,000","13,248,000","1.96K","4.06%"
"2020- 08- 04","13,313,000","13,270,000","13,416,000","13,249,000","2.62K","0.32%"
"2020- 08- 03","13,271,000","13,041,000","13,489,000","13,041,000","2.72K","1.76%"
"2020- 08- 02","13,041,000","13,920,000","14,079,000","13,041,000","7.30K","-6.31%"
"2020- 08- 01","13,920,000","13,415,000","13,928,000","13,301,000","3.09K","3.74%"
"2020- 07- 31","13,418,000","13,089,000","13,453,000","13,007,000","2.13K","2.51%"
"2020- 07- 30","13,089,000","13,005,000","13,133,000","12,983,000","2.42K","-0.20%"
"2020- 07- 29","13,115,000","12,766,000","13,340,000","12,745,000","3.35K","2.73%"
"2020- 07- 28","12,766,000","12,903,000","13,134,000","12,766,000","5.26K","-1.06%"
"2020- 07- 27","12,903,000","11,708,000","12,903,000","11,708,000","7.57K","10.21%"
"2020- 07- 26","11,708,000","11,473,000","11,753,000","11,432,000","2.82K","2.05%"
"2020- 07- 25","11,473,000","11,341,000","11,473,000","11,341,000","1.60K","1.16%"
"2020- 07- 24","11,341,000","11,333,000","11,406,000","11,256,000","1.30K","0.07%"
"2020- 07- 23","11,333,000","11,257,000","11,341,000","11,226,000","1.81K","0.68%"
"2020- 07- 22","11,257,000","11,120,000","11,257,000","11,093,000","1.15K","1.23%"
"2020- 07- 21","11,120,000","10,950,000","11,191,000","10,936,000","1.36K","1.55%"
"2020- 07- 20","10,950,000","10,941,000","10,964,000","10,921,000","0.92K","0.08%"
"2020- 07- 19","10,941,000","10,914,000","10,941,000","10,888,000","0.73K","0.25%"
"2020- 07- 18","10,914,000","10,940,000","10,941,000","10,895,000","0.76K","-0.24%"
"2020- 07- 17","10,940,000","10,920,000","10,954,000","10,889,000","1.04K","0.18%"
"2020- 07- 16","10,920,000","10,974,000","10,992,000","10,871,000","1.56K","-0.49%"
"2020- 07- 15","10,974,000","11,008,000","11,008,000","10,967,000","1.12K","-0.31%"
"2020- 07- 14","11,008,000","11,002,000","11,025,000","10,955,000","1.56K","0.05%"
"2020- 07- 13","11,002,000","11,030,000","11,038,000","10,999,000","1.73K","-0.25%"
"2020- 07- 12","11,030,000","10,964,000","11,030,000","10,932,000","0.96K","0.60%"
"2020- 07- 11","10,964,000","11,034,000","11,034,000","10,934,000","0.88K","-0.63%"
"2020- 07- 10","11,033,000","10,959,000","11,033,000","10,899,000","1.48K","0.68%"
"2020- 07- 09","10,959,000","11,135,000","11,140,000","10,944,000","1.80K","-1.58%"
"2020- 07- 08","11,135,000","10,980,000","11,153,000","10,971,000","1.71K","1.41%"
"2020- 07- 07","10,980,000","11,060,000","11,060,000","10,961,000","1.01K","-0.72%"
"2020- 07- 06","11,060,000","10,822,000","11,082,000","10,808,000","1.38K","2.15%"
"2020- 07- 05","10,827,000","10,890,000","10,899,000","10,777,000","0.83K","-0.58%"
"2020- 07- 04","10,890,000","10,842,000","10,961,000","10,817,000","0.69K","0.44%"
"2020- 07- 03","10,842,000","10,877,000","10,912,000","10,831,000","0.72K","-0.33%"
"2020- 07- 02","10,878,000","11,049,000","11,073,000","10,764,000","1.23K","-1.55%"
"2020- 07- 01","11,049,000","10,910,000","11,105,000","10,885,000","0.96K","1.27%"
"2020- 06- 30","10,910,000","10,981,000","10,997,000","10,875,000","0.87K","-0.64%"
"2020- 06- 29","10,980,000","10,965,000","11,032,000","10,820,000","0.93K","0.14%"
"2020- 06- 28","10,965,000","10,911,000","11,060,000","10,763,000","0.79K","0.49%"
"2020- 06- 27","10,911,000","11,036,000","11,044,000","10,794,000","1.22K","-1.13%"
"2020- 06- 26","11,036,000","11,152,000","11,184,000","10,901,000","1.28K","-1.04%"
"2020- 06- 25","11,152,000","11,228,000","11,228,000","10,842,000","1.53K","-0.68%"
"2020- 06- 24","11,228,000","11,502,000","11,548,000","11,117,000","1.76K","-2.38%"
"2020- 06- 23","11,502,000","11,602,000","11,635,000","11,485,000","1.05K","-0.86%"
"2020- 06- 22","11,602,000","11,234,000","11,675,000","11,227,000","1.40K","3.28%"
"2020- 06- 21","11,234,000","11,319,000","11,359,000","11,231,000","0.47K","-0.75%"
"2020- 06- 20","11,319,000","11,275,000","11,356,000","11,153,000","0.66K","0.39%"
"2020- 06- 19","11,275,000","11,337,000","11,383,000","11,156,000","1.13K","-0.55%"
"2020- 06- 18","11,337,000","11,437,000","11,446,000","11,234,000","0.95K","-0.87%"
"2020- 06- 17","11,437,000","11,448,000","11,517,000","11,304,000","1.38K","-0.10%"
"2020- 06- 16","11,448,000","11,340,000","11,491,000","11,259,000","1.48K","0.95%"
"2020- 06- 15","11,340,000","11,241,000","11,406,000","10,772,000","2.49K","0.88%"
"2020- 06- 14","11,241,000","11,388,000","11,396,000","11,164,000","0.79K","-1.29%"
"2020- 06- 13","11,388,000","11,394,000","11,400,000","11,273,000","0.58K","-0.05%"
"2020- 06- 12","11,394,000","11,089,000","11,462,000","11,070,000","1.17K","2.75%"
"2020- 06- 11","11,089,000","11,734,000","11,800,000","11,071,000","2.68K","-5.50%"
"2020- 06- 10","11,734,000","11,684,000","11,840,000","11,592,000","1.55K","0.43%"
"2020- 06- 09","11,684,000","11,682,000","11,777,000","11,548,000","1.45K","0.02%"
"2020- 06- 08","11,682,000","11,695,000","11,725,000","11,568,000","1.04K","-0.11%"
"2020- 06- 07","11,695,000","11,629,000","11,781,000","11,374,000","1.51K","0.57%"
"2020- 06- 06","11,629,000","11,600,000","11,695,000","11,516,000","0.93K","0.25%"
"2020- 06- 05","11,600,000","11,780,000","11,859,000","11,594,000","1.43K","-1.53%"
"2020- 06- 04","11,780,000","11,656,000","11,866,000","11,474,000","2.02K","1.06%"
"2020- 06- 03","11,656,000","11,526,000","11,658,000","11,403,000","1.44K","1.13%"
"2020- 06- 02","11,526,000","12,053,000","12,165,000","11,306,000","3.68K","-4.37%"
"2020- 06- 01","12,053,000","11,429,000","12,119,000","11,411,000","2.39K","5.46%"
"2020- 05- 31","11,429,000","11,589,000","11,589,000","11,364,000","1.83K","-1.38%"
"2020- 05- 30","11,589,000","11,402,000","11,610,000","11,324,000","1.63K","1.64%"
"2020- 05- 29","11,402,000","11,575,000","11,600,000","11,279,000","1.63K","-1.49%"
"2020- 05- 28","11,575,000","11,162,000","11,600,000","11,122,000","1.91K","3.70%"
"2020- 05- 27","11,162,000","10,734,000","11,188,000","10,732,000","1.89K","3.99%"
"2020- 05- 26","10,734,000","10,824,000","10,921,000","10,604,000","1.36K","-0.83%"
"2020- 05- 25","10,824,000","10,660,000","10,900,000","10,523,000","2.07K","1.54%"
"2020- 05- 24","10,660,000","11,136,000","11,244,000","10,645,000","1.74K","-4.27%"
"2020- 05- 23","11,136,000","11,120,000","11,294,000","11,054,000","1.06K","0.14%"
"2020- 05- 22","11,120,000","11,095,000","11,256,000","10,902,000","2.33K","0.23%"
"2020- 05- 21","11,095,000","11,536,000","11,608,000","10,800,000","4.16K","-3.82%"
"2020- 05- 20","11,536,000","11,733,000","11,790,000","11,374,000","2.20K","-1.68%"
"2020- 05- 19","11,733,000","11,702,000","11,830,000","11,466,000","2.48K","0.26%"
"2020- 05- 18","11,702,000","11,619,000","11,886,000","11,448,000","2.40K","0.71%"
"2020- 05- 17","11,619,000","11,324,000","11,824,000","11,276,000","1.90K","2.61%"
"2020- 05- 16","11,324,000","11,321,000","11,568,000","11,210,000","1.61K","0.03%"
"2020- 05- 15","11,321,000","11,787,000","11,837,000","11,237,000","3.77K","-3.95%"
"2020- 05- 14","11,787,000","11,278,000","11,950,000","11,235,000","4.22K","4.62%"
"2020- 05- 13","11,267,000","10,684,000","11,348,000","10,661,000","2.65K","5.46%"
"2020- 05- 12","10,684,000","10,433,000","10,854,000","10,407,000","2.59K","2.41%"
"2020- 05- 11","10,433,000","10,687,000","11,243,000","10,139,000","7.07K","-2.38%"
"2020- 05- 10","10,687,000","11,543,000","11,590,000","10,218,000","6.62K","-7.42%"
"2020- 05- 09","11,543,000","11,881,000","11,958,000","11,485,000","2.41K","-2.89%"
"2020- 05- 08","11,887,000","12,005,000","12,159,000","11,809,000","2.73K","-1.02%"
"2020- 05- 07","12,010,000","11,271,000","12,067,000","11,134,000","4.65K","6.51%"
"2020- 05- 06","11,276,000","10,977,000","11,440,000","10,885,000","2.98K","2.72%"
"2020- 05- 05","10,977,000","10,840,000","11,020,000","10,739,000","2.14K","1.30%"
"2020- 05- 04","10,836,000","10,896,000","10,951,000","10,456,000","2.45K","-0.48%"
"2020- 05- 03","10,888,000","10,890,000","11,129,000","10,718,000","2.38K","0.06%"
"2020- 05- 02","10,881,000","10,764,000","10,929,000","10,652,000","1.51K","1.09%"
"2020- 05- 01","10,764,000","10,467,000","11,040,000","10,456,000","2.92K","2.83%"
"2020- 04- 30","10,468,000","10,539,000","11,423,000","10,280,000","7.19K","-0.66%"
"2020- 04- 29","10,538,000","9,417,000","10,700,000","9,379,000","4.73K","12.00%"
"2020- 04- 28","9,409,000","9,485,000","9,490,000","9,351,000","1.51K","-0.85%"
"2020- 04- 27","9,490,000","9,370,000","9,490,000","9,320,000","2.29K","1.29%"
"2020- 04- 26","9,369,000","9,162,000","9,369,000","9,153,000","1.48K","2.24%"
"2020- 04- 25","9,164,000","9,108,000","9,282,000","9,065,000","1.66K","0.71%"
"2020- 04- 24","9,099,000","9,058,000","9,240,000","8,998,000","1.97K","0.45%"
"2020- 04- 23","9,058,000","8,642,000","9,167,000","8,574,000","3.45K","4.91%"
"2020- 04- 22","8,634,000","8,409,000","8,673,000","8,391,000","1.90K","2.64%"
"2020- 04- 21","8,412,000","8,389,000","8,502,000","8,309,000","2.27K","0.20%"
"2020- 04- 20","8,395,000","8,665,000","8,726,000","8,364,000","3.00K","-3.04%"
"2020- 04- 19","8,658,000","8,719,000","8,736,000","8,567,000","1.68K","-0.70%"
"2020- 04- 18","8,719,000","8,511,000","8,752,000","8,511,000","1.64K","2.26%"
"2020- 04- 17","8,526,000","8,561,000","8,608,000","8,482,000","1.97K","-0.41%"
"2020- 04- 16","8,561,000","8,099,000","8,618,000","7,931,000","4.56K","5.56%"
"2020- 04- 15","8,110,000","8,370,000","8,418,000","8,097,000","1.50K","-3.15%"
"2020- 04- 14","8,374,000","8,383,000","8,460,000","8,278,000","1.89K","-0.07%"
"2020- 04- 13","8,380,000","8,464,000","8,468,000","8,172,000","3.15K","-1.06%"
"2020- 04- 12","8,470,000","8,463,000","8,750,000","8,346,000","1.96K","0.09%"
"2020- 04- 11","8,462,000","8,418,000","8,531,000","8,326,000","1.49K","0.58%"
"2020- 04- 10","8,413,000","8,809,000","8,826,000","8,247,000","3.14K","-4.48%"
"2020- 04- 09","8,808,000","8,825,000","8,855,000","8,649,000","2.13K","-0.19%"
"2020- 04- 08","8,825,000","8,654,000","8,906,000","8,624,000","2.81K","2.00%"
"2020- 04- 07","8,652,000","8,782,000","8,963,000","8,538,000","3.87K","-1.53%"
"2020- 04- 06","8,786,000","8,191,000","8,800,000","8,186,000","3.84K","7.29%"
"2020- 04- 05","8,189,000","8,253,000","8,276,000","8,104,000","1.30K","-0.73%"
"2020- 04- 04","8,249,000","8,149,000","8,333,000","8,102,000","2.42K","1.17%"
"2020- 04- 03","8,154,000","8,172,000","8,430,000","8,044,000","3.96K","-0.22%"
"2020- 04- 02","8,172,000","8,071,000","8,510,000","7,992,000","5.75K","1.30%"
"2020- 04- 01","8,067,000","7,798,000","8,099,000","7,532,000","3.68K","3.45%"
"2020- 03- 31","7,798,000","7,795,000","7,979,000","7,741,000","2.63K","0.04%"
"2020- 03- 30","7,795,000","7,219,000","8,017,000","7,205,000","4.44K","7.98%"
"2020- 03- 29","7,219,000","7,651,000","7,680,000","7,219,000","2.66K","-5.65%"
"2020- 03- 28","7,651,000","7,869,000","7,869,000","7,403,000","4.54K","-2.94%"
"2020- 03- 27","7,883,000","8,280,000","8,358,000","7,827,000","3.25K","-4.79%"
"2020- 03- 26","8,280,000","8,272,000","8,337,000","8,091,000","2.82K","0.10%"
"2020- 03- 25","8,272,000","8,361,000","8,518,000","8,084,000","5.20K","-1.06%"
